대장동계곡_1,고도(대장동계곡),대장동계곡_2,깊이(대장동계곡),대장동계곡_3,경사도(대장동계곡),송하계곡_1,고도(송하계곡),송하계곡_2,깊이(송하계곡),송하계곡_3,경사도(송하계곡),본신계곡_1,고도(본신계곡),본신계곡_2,깊이(본신계곡),본신계곡_3,경사도(본신계곡),얼음골_1,고도(얼음골),얼음골_2,깊이(얼음골),얼음골_3,경사도(얼음골),동산계곡_1,고도(동산계곡),동산계곡_2,깊이(동산계곡),동산계곡_3,경사도(동산계곡),치산계곡_1,고도(치산계곡),치산계곡_2,깊이(치산계곡),치산계곡_3,경사도(치산계곡),용루골천_1,고도(용루골천),용루골천_2,깊이(용루골천),용루골천_3,경사도(용루골천),삼의계곡_1,고도(삼의계곡),삼의계곡_2,깊이(삼의계곡),삼의계곡_3,경사도(삼의계곡),성주봉휴양림_1,고도(성주봉휴양림),성주봉휴양림_2,깊이(성주봉휴양림),성주봉휴양림_3,경사도(성주봉휴양림),용담계곡_1,고도(용담계곡),용담계곡_2,깊이(용담계곡),용담계곡_3,경사도(용담계곡)
366.1394502,123.0025406,353.9921767,400.7218018,353.9921767,7.652999878,205.1238683,396.6615601,205.1238683,105.7528,205.1238683,3.01699996,324.5749275,473.3718567,324.5749275,251.3665009,324.5749275,0,653.2999655,263.9216614,575.1590748,139.4288025,575.1590748,1.909199953,503.4591446,299.8936462,439.3727696,53.75090027,439.3727696,0,686.4616572,335.3996277,553.1081122,144.5605927,553.1081122,3.931099892,241.0972485,323.7284241,241.0972485,54.7417984,241.0972485,5.710599899,259.8468129,384.2214966,259.8468129,107.5572968,259.8468129,0.95480001,338.2642297,326.1452026,338.2642297,239.9420929,338.2642297,10.99919987,390.3904395,219.6821289,379.8277155,73.52760315,379.8277155,26.88030052
400.880142,123.0025406,366.1394502,400.7218018,366.1394502,7.652999878,208.5207895,396.6615601,208.5207895,92.15470123,208.5207895,3.01699996,335.3372786,473.3718567,335.3372786,251.3665009,335.3372786,0,706.3903422,261.0667419,590.2446694,138.4082031,590.2446694,1.909199953,543.7018001,299.8936462,460.5777571,55.92750168,460.5777571,0,705.4878582,335.3996277,592.3101375,91.81950378,592.3101375,17.59410095,272.6659012,323.7284241,272.6659012,55.17559814,272.6659012,4.857500076,283.3014034,374.4320679,283.3014034,75.83360291,283.3014034,8.104399681,362.8026775,321.0166931,362.8026775,239.9420929,362.8026775,10.99919987,411.9540685,219.6821289,390.3904395,73.52760315,390.3904395,24.59119987
442.9238256,123.0025406,400.880142,405.9291992,400.880142,9.508700371,214.1932018,374.3883057,214.1932018,92.15470123,214.1932018,3.01699996,409.7112843,476.1387024,372.5242815,234.2380066,372.5242815,0,753.2444861,261.0667419,621.7723175,162.7505035,621.7723175,0,568.2090007,299.8936462,469.3753294,55.87060165,469.3753294,0,727.6155931,286.302002,616.9267511,69.41950226,616.9267511,23.39769936,290.6236752,311.7429199,290.6236752,57.19469833,290.6236752,0.95480001,309.304033,374.4320679,309.304033,75.83360291,309.304033,8.104399681,388.8419905,321.0166931,388.8419905,228.0518036,388.8419905,12.26010036,441.8077922,219.6821289,411.9540685,73.68979645,411.9540685,20.00180054
472.4158373,112.137558,442.9238256,394.9706116,442.9238256,8.984900475,236.5134696,374.3883057,236.5134696,92.15470123,236.5134696,10.04679966,462.2877484,486.0378723,409.7112843,198.8894958,409.7112843,10.67840004,813.3555193,249.4451294,653.2999655,167.7328949,653.2999655,0,588.2705521,299.8936462,503.4591446,55.46429825,503.4591446,0,779.71095,297.1826782,639.8988973,56.0802002,639.8988973,23.39769936,323.5324218,311.7429199,323.5324218,54.96260071,323.5324218,1.909199953,330.3279276,381.3300171,330.3279276,59.06850052,330.3279276,4.763599873,416.6104951,321.0166931,416.6104951,223.4127045,416.6104951,22.09029961,468.8571598,220.6362,441.8077922,76.28170013,441.8077922,0.95480001
492.6061901,112.137558,472.4158373,374.9602966,472.4158373,13.6402998,266.5532139,374.3883057,266.5532139,71.13559723,266.5532139,10.04679966,484.314319,486.0378723,462.2877484,85.57170105,462.2877484,24.74860001,880.4351131,252.1496887,706.3903422,172.9300995,706.3903422,1.909199953,599.9601299,303.1107483,543.7018001,50.04299927,543.7018001,1.350200057,795.9353764,297.1826782,661.4905866,56.0802002,661.4905866,31.50099945,352.0183551,311.7429199,352.0183551,47.9538002,352.0183551,2.698999882,365.6899028,381.3300171,365.6899028,56.92459869,365.6899028,16.60149956,450.5497225,305.0072021,450.5497225,223.4924011,450.5497225,8.049500465,497.9754433,220.6362,468.8571598,85.59069824,468.8571598,3.931099892
562.3303476,104.3126068,492.6061901,374.9602966,492.6061901,5.386000156,287.1997629,374.3883057,287.1997629,89.62550354,287.1997629,2.134299994,493.8707871,475.8503418,484.314319,35.57770157,484.314319,25.95540047,916.7148657,252.1496887,753.2444861,156.7904968,753.2444861,6.017300129,,,568.2090007,44.68930054,568.2090007,2.698999882,821.8198712,297.1826782,686.4616572,47.82410049,686.4616572,24.47579956,365.9451331,311.7429199,365.9451331,47.9538002,365.9451331,2.698999882,405.6115601,381.3300171,405.6115601,49.61299896,405.6115601,20.15539932,467.7352891,305.0072021,467.7352891,224.225296,467.7352891,6.853199959,548.0342201,223.6505585,497.9754433,90.19110107,497.9754433,8.735699654
576.637687,104.3126068,562.3303476,413.9260864,562.3303476,7.825500011,292.5308924,374.3883057,292.5308924,89.62550354,292.5308924,2.134299994,599.2412791,489.5609131,493.8707871,70.73040009,493.8707871,25.95540047,933.1161807,252.1496887,813.3555193,147.0731049,813.3555193,2.862400055,,,588.2705521,35.05870056,588.2705521,6.853199959,841.9157816,313.6513062,705.4878582,67.4108963,705.4878582,24.47579956,389.5578122,311.7429199,389.5578122,45.39279938,389.5578122,7.594600201,461.3595794,373.562439,461.3595794,108.7662964,461.3595794,2.134299994,495.9443841,305.0072021,495.9443841,224.225296,495.9443841,6.853199959,578.9261925,223.6505585,548.0342201,96.05580139,548.0342201,7.233799934
609.4187696,104.3126068,576.637687,418.4458008,576.637687,12.36460018,316.7732201,374.3883057,316.7732201,93.78099823,316.7732201,1.909199953,615.9150768,489.5609131,528.9942844,140.4629974,528.9942844,23.42869949,946.6435238,254.0826569,846.8953162,150.8412018,846.8953162,1.909199953,,,599.9601299,35.05870056,599.9601299,6.853199959,856.1183715,313.6513062,727.6155931,49.87509918,727.6155931,19.18840027,409.8157929,307.5900879,409.8157929,45.39279938,409.8157929,7.594600201,482.2287947,373.562439,482.2287947,130.7595062,482.2287947,2.134299994,611.416791,288.175293,534.4351864,227.2375031,534.4351864,18.19659996,594.9546541,223.6505585,578.9261925,90.62850189,578.9261925,1.350200057
644.2745746,92.01985931,609.4187696,345.4028931,609.4187696,12.04829979,322.1442239,374.3883057,322.1442239,93.78099823,322.1442239,1.909199953,631.7451071,489.5609131,564.1177818,183.315506,564.1177818,10.55539989,961.2282115,254.0826569,880.4351131,143.0807037,880.4351131,2.698999882,,,,,,,878.1987742,313.6513062,779.71095,65.69670105,779.71095,24.16880035,427.7132045,307.5900879,427.7132045,51.61880112,427.7132045,14.50640011,495.7303726,373.562439,495.7303726,130.7595062,495.7303726,7.416500092,632.5266903,288.175293,572.9259887,218.9291992,572.9259887,20.80970001,610.8691064,223.6505585,594.9546541,75.63169861,594.9546541,16.72360039
665.94783,92.01985931,644.2745746,419.1174011,644.2745746,3.931099892,343.3418904,374.3883057,343.3418904,109.3828964,343.3418904,0,662.1856329,486.6147766,599.2412791,249.2080994,599.2412791,0.95480001,973.1183446,254.0826569,916.7148657,141.0894012,916.7148657,7.416500092,,,,,,,,,795.9353764,48.21340179,795.9353764,20.60709953,454.5562209,307.5900879,454.5562209,53.57849884,454.5562209,17.08309937,510.0472368,373.562439,510.0472368,153.6499939,510.0472368,1.350200057,650.5757713,276.5594482,611.416791,238.5894012,611.416791,20.43930054,642.300265,210.2677917,610.8691064,75.63169861,610.8691064,14.15550041
708.3672236,100.7404251,665.94783,419.1174011,665.94783,3.931099892,357.8817468,364.1006165,357.8817468,98.0625,357.8817468,0,704.1758472,486.6147766,615.9150768,240.9515991,615.9150768,1.909199953,1007.696547,254.0826569,933.1161807,141.0894012,933.1161807,7.416500092,,,,,,,,,821.8198712,43.58300018,821.8198712,26.84280014,470.6564478,307.5900879,470.6564478,53.57849884,470.6564478,17.08309937,533.131748,373.562439,533.131748,153.6499939,533.131748,1.350200057,726.2888115,255.3737793,632.5266903,221.386795,632.5266903,3.931099892,662.0361654,210.2677917,642.300265,67.813797,642.300265,12.26010036
725.3062276,100.7404251,708.3672236,347.1506958,708.3672236,3.01699996,386.5118683,364.1006165,386.5118683,107.391098,386.5118683,0,747.2462668,491.3808289,631.7451071,240.9515991,631.7451071,0,1065.164221,262.1278687,946.6435238,140.5003967,946.6435238,1.350200057,,,,,,,,,841.9157816,68.37149811,841.9157816,26.84280014,486.0374534,307.5900879,486.0374534,56.94409943,486.0374534,16.22870064,550.9986229,354.5452576,550.9986229,204.6363983,550.9986229,2.134299994,783.1451734,255.3737793,650.5757713,220.3936005,650.5757713,3.931099892,687.3793884,210.2677917,662.0361654,64.14050293,662.0361654,9.870900154
778.7553647,88.61857605,725.3062276,394.8095093,725.3062276,3.01699996,430.4497965,364.1006165,430.4497965,86.38500214,430.4497965,1.909199953,777.5263007,491.3808289,662.1856329,283.8237915,662.1856329,0,1109.326114,262.1278687,961.2282115,140.5003967,961.2282115,1.350200057,,,,,,,,,856.1183715,50.55170059,856.1183715,32.35639954,533.3842793,307.6517029,533.3842793,58.37549973,533.3842793,13.06919956,569.1871084,401.6878662,569.1871084,210.5350037,569.1871084,2.134299994,835.4130336,230.7717743,688.4322914,234.2138977,688.4322914,10.55539989,714.7844241,210.2677917,687.3793884,63.6637001,687.3793884,9.870900154
